ticker,price,chg_pct,net_score,bull,bear,verdict,bars,mode,Candle,Candle_label,Volume,Volume_label,SMA,SMA_label,Gaps,Gaps_label,Stoch,Stoch_label,CCI,CCI_label,RR,RR_label,fib_anchor,fib_swing_high,fib_swing_low,fib_direction,fib_entry,fib_entry_label,fib_stop,fib_stop_label,fib_t1,fib_t1_label,fib_t2,fib_t2_label,fib_t3,fib_t3_label,fib_rr_t1,fib_rr_t2,fib_rr_t3,fib_next_target,fib_next_label,fib_support_1,fib_resistance_1,fib_r_R 23p6,fib_r_R 38p2,fib_r_R 50p0,fib_r_R 61p8,fib_r_R 78p6,fib_e_E 100p0,fib_e_E 127p2,fib_e_E 138p2,fib_e_E 161p8,fib_e_E 200p0,fib_e_E 261p8
ABNB,129.1,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,Oversold · Wide divergence,bull,Oversold (< -100),bear,Below SMA (acting as resistance),session (no premarket),138.04,128.39,bearish,132.08,R 38.2%,134.35,R 61.8%,128.39,E 100.0%,125.77,E 127.2%,122.43,E 161.8%,1.63,2.78,4.25,128.39,E 100.0%,128.39,130.67,130.67,132.08,133.21,134.35,135.97,128.39,125.77,124.7,122.43,118.74,112.78
AIG,74.94,,-1,2,3,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),session (no premarket),75.71,72.15,bearish,73.51,R 38.2%,74.35,R 61.8%,72.15,E 100.0%,71.18,E 127.2%,69.95,E 161.8%,1.62,2.77,4.24,72.15,E 100.0%,74.35,74.95,72.99,73.51,73.93,74.35,74.95,72.15,71.18,70.79,69.95,68.59,66.39
APH,149.22,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Wide divergence above SMA,neutral,No open gaps nearby,bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),159.8,138.2,bearish,146.45,R 38.2%,151.55,R 61.8%,138.2,E 100.0%,132.32,E 127.2%,124.85,E 161.8%,1.62,2.77,4.24,138.2,E 100.0%,149.0,151.55,143.3,146.45,149.0,151.55,155.18,138.2,132.32,129.95,124.85,116.6,103.25
ARE,52.31,,-1,2,3,Neutral,251,Daily,bear,Bearish harami,neutral,In line with trend,bull,Wide divergence above SMA,neutral,No open gaps nearby,bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),55.14,47.88,bearish,50.65,R 38.2%,52.37,R 61.8%,47.88,E 100.0%,45.91,E 127.2%,43.39,E 161.8%,1.61,2.76,4.22,47.88,E 100.0%,51.51,52.37,49.59,50.65,51.51,52.37,53.59,47.88,45.91,45.11,43.39,40.62,36.13
ARES,128.31,,-1,2,3,Neutral,251,Daily,bear,Shooting star,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Breakout above prior resistance,session (no premarket),133.39,120.0,bearish,125.11,R 38.2%,128.28,R 61.8%,120.0,E 100.0%,116.36,E 127.2%,111.72,E 161.8%,1.61,2.76,4.22,120.0,E 100.0%,128.28,130.52,123.16,125.11,126.69,128.28,130.52,120.0,116.36,114.89,111.72,106.61,98.33
ATO,169.27,,-1,2,3,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),session (no premarket),171.95,166.33,bearish,168.48,R 38.2%,169.8,R 61.8%,166.33,E 100.0%,164.8,E 127.2%,162.86,E 161.8%,1.63,2.79,4.26,166.33,E 100.0%,169.14,169.8,167.66,168.48,169.14,169.8,170.75,166.33,164.8,164.18,162.86,160.71,157.24
AXP,313.34,,-1,2,3,Neutral,251,Daily,bear,Bearish engulfing,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Bounce off prior support,session (no premarket),322.54,300.03,bearish,308.63,R 38.2%,313.94,R 61.8%,300.03,E 100.0%,293.91,E 127.2%,286.12,E 161.8%,1.62,2.77,4.24,300.03,E 100.0%,311.29,313.94,305.34,308.63,311.29,313.94,317.72,300.03,293.91,291.43,286.12,277.52,263.61
BF-B,26.53,,-1,2,3,Neutral,251,Daily,bear,Stale green (3-bar exhaustion),neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),26.83,24.66,bearish,25.49,R 38.2%,26.0,R 61.8%,24.66,E 100.0%,24.07,E 127.2%,23.32,E 161.8%,1.63,2.78,4.25,24.66,E 100.0%,26.37,,25.17,25.49,25.74,26.0,26.37,24.66,24.07,23.83,23.32,22.49,21.15
BR,146.44,,-1,2,3,Neutral,251,Daily,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,Oversold,bear,Bearish zone,bear,Break below prior support,session (no premarket),160.0,145.19,bearish,150.85,R 38.2%,154.34,R 61.8%,145.19,E 100.0%,141.16,E 127.2%,136.04,E 161.8%,1.62,2.78,4.24,145.19,E 100.0%,145.19,148.69,148.69,150.85,152.6,154.34,156.83,145.19,141.16,139.53,136.04,130.38,121.23
BRK-B,483.68,,-1,2,3,Neutral,251,Daily,bear,Bearish engulfing,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bear,Rejection at prior resistance,session (no premarket),491.0,467.96,bearish,476.76,R 38.2%,482.2,R 61.8%,467.96,E 100.0%,461.69,E 127.2%,453.72,E 161.8%,1.62,2.77,4.24,467.96,E 100.0%,482.2,486.07,473.4,476.76,479.48,482.2,486.07,467.96,461.69,459.16,453.72,444.92,430.68
BXP,65.48,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Wide divergence above SMA,neutral,No open gaps nearby,bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),67.43,58.82,bearish,62.11,R 38.2%,64.14,R 61.8%,58.82,E 100.0%,56.48,E 127.2%,53.5,E 161.8%,1.62,2.77,4.24,58.82,E 100.0%,64.14,65.58,60.85,62.11,63.12,64.14,65.58,58.82,56.48,55.53,53.5,50.21,44.9
CBOE,301.08,,-1,2,3,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bull,%K above %D (bullish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),session (no premarket),330.43,269.96,bearish,293.06,R 38.2%,307.33,R 61.8%,269.96,E 100.0%,253.51,E 127.2%,232.59,E 161.8%,1.62,2.77,4.24,269.96,E 100.0%,300.19,307.33,284.23,293.06,300.19,307.33,317.49,269.96,253.51,246.86,232.59,209.49,172.12
CBRE,134.06,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),137.49,121.69,bearish,127.73,R 38.2%,131.45,R 61.8%,121.69,E 100.0%,117.39,E 127.2%,111.93,E 161.8%,1.62,2.78,4.25,121.69,E 100.0%,131.45,134.11,125.42,127.73,129.59,131.45,134.11,121.69,117.39,115.65,111.93,105.89,96.13
CCEP,97.51,,-1,2,3,Neutral,251,Daily,bull,Inverted hammer,neutral,In line with trend,bull,Wide divergence above SMA,neutral,No open gaps nearby,bear,Overbought,bear,Overbought (> +100),bear,Rejection at prior resistance,session (no premarket),98.88,89.24,bearish,92.92,R 38.2%,95.2,R 61.8%,89.24,E 100.0%,86.62,E 127.2%,83.28,E 161.8%,1.61,2.76,4.23,89.24,E 100.0%,96.82,,91.52,92.92,94.06,95.2,96.82,89.24,86.62,85.56,83.28,79.6,73.64
CFG,64.96,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),66.86,60.28,bearish,62.79,R 38.2%,64.35,R 61.8%,60.28,E 100.0%,58.48,E 127.2%,56.2,E 161.8%,1.61,2.76,4.22,60.28,E 100.0%,64.35,65.45,61.83,62.79,63.57,64.35,65.45,60.28,58.48,57.76,56.2,53.69,49.61
CHRW,184.99,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross) · Wide,bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),192.5,175.3,bearish,181.87,R 38.2%,185.93,R 61.8%,175.3,E 100.0%,170.62,E 127.2%,164.67,E 161.8%,1.62,2.77,4.24,175.3,E 100.0%,183.9,185.93,179.36,181.87,183.9,185.93,188.82,175.3,170.62,168.73,164.67,158.1,147.47
CME,263.8,,-1,2,3,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,%K above %D (bullish cross) · Wide,bear,Bearish zone,bear,Below SMA (acting as resistance),session (no premarket),272.78,243.3,bearish,254.56,R 38.2%,261.52,R 61.8%,243.3,E 100.0%,235.28,E 127.2%,225.08,E 161.8%,1.62,2.77,4.24,243.3,E 100.0%,261.52,266.47,250.26,254.56,258.04,261.52,266.47,243.3,235.28,232.04,225.08,213.82,195.6
COF,177.63,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,Oversold · Wide divergence,bull,Oversold (< -100),bear,Break below prior support,session (no premarket),186.47,177.05,bearish,180.65,R 38.2%,182.87,R 61.8%,177.05,E 100.0%,174.49,E 127.2%,171.23,E 161.8%,1.62,2.77,4.24,177.05,E 100.0%,177.05,179.27,179.27,180.65,181.76,182.87,184.45,177.05,174.49,173.45,171.23,167.63,161.81
COHR,354.77,,-1,2,3,Neutral,251,Daily,bull,Bullish harami,neutral,In line with trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bull,Oversold · Wide divergence,bear,Bearish zone,bear,Below SMA (acting as resistance),session (no premarket),440.0,335.48,bearish,375.41,R 38.2%,400.07,R 61.8%,335.48,E 100.0%,307.05,E 127.2%,270.89,E 161.8%,1.62,2.77,4.24,335.48,E 100.0%,335.48,360.15,360.15,375.41,387.74,400.07,417.63,335.48,307.05,295.55,270.89,230.96,166.37
COO,67.69,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Wide divergence above SMA,neutral,No open gaps nearby,bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),69.0,59.14,bearish,62.91,R 38.2%,65.23,R 61.8%,59.14,E 100.0%,56.46,E 127.2%,53.05,E 161.8%,1.62,2.78,4.25,59.14,E 100.0%,66.89,,61.47,62.91,64.07,65.23,66.89,59.14,56.46,55.37,53.05,49.28,43.19
CPT,115.31,,-1,2,3,Neutral,251,Daily,bear,Stale green (3-bar exhaustion),neutral,In line with trend,bull,Wide divergence above SMA,neutral,No open gaps nearby,bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),116.57,104.97,bearish,109.4,R 38.2%,112.14,R 61.8%,104.97,E 100.0%,101.81,E 127.2%,97.8,E 161.8%,1.62,2.77,4.23,104.97,E 100.0%,114.09,,107.71,109.4,110.77,112.14,114.09,104.97,101.81,100.54,97.8,93.37,86.2
CRWD,647.74,,-1,2,3,Neutral,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,Oversold,bear,Bearish zone,bear,Below SMA (acting as resistance),session (no premarket),785.66,617.74,bearish,681.89,R 38.2%,721.51,R 61.8%,617.74,E 100.0%,572.07,E 127.2%,513.97,E 161.8%,1.62,2.77,4.24,617.74,E 100.0%,617.74,657.37,657.37,681.89,701.7,721.51,749.73,617.74,572.07,553.59,513.97,449.82,346.05
CSGP,34.23,,-1,2,3,Neutral,251,Daily,bear,Stale green (3-bar exhaustion),neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),34.82,31.7,bearish,32.89,R 38.2%,33.63,R 61.8%,31.7,E 100.0%,30.85,E 127.2%,29.77,E 161.8%,1.61,2.76,4.22,31.7,E 100.0%,34.15,,32.44,32.89,33.26,33.63,34.15,31.7,30.85,30.51,29.77,28.58,26.65
CVS,98.02,,-1,2,3,Neutral,251,Daily,bear,Stale green (3-bar exhaustion),neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),98.6,89.42,bearish,92.93,R 38.2%,95.09,R 61.8%,89.42,E 100.0%,86.92,E 127.2%,83.75,E 161.8%,1.63,2.78,4.25,89.42,E 100.0%,96.64,,91.59,92.93,94.01,95.09,96.64,89.42,86.92,85.91,83.75,80.24,74.57
DASH,151.0,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,Oversold · Wide divergence,bull,Oversold (< -100),bear,Break below prior support,session (no premarket),166.52,150.86,bearish,156.84,R 38.2%,160.54,R 61.8%,150.86,E 100.0%,146.6,E 127.2%,141.18,E 161.8%,1.62,2.77,4.23,150.86,E 100.0%,150.86,154.56,154.56,156.84,158.69,160.54,163.17,150.86,146.6,144.88,141.18,135.2,125.52
DIS,98.61,,-1,2,3,Neutral,251,Daily,bear,Bearish engulfing,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,Oversold,bull,Oversold (< -100),bear,Break below prior support,session (no premarket),103.01,97.95,bearish,99.88,R 38.2%,101.08,R 61.8%,97.95,E 100.0%,96.57,E 127.2%,94.82,E 161.8%,1.61,2.76,4.22,97.95,E 100.0%,97.95,99.14,99.14,99.88,100.48,101.08,101.93,97.95,96.57,96.02,94.82,92.89,89.76
DLR,180.78,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),session (no premarket),189.61,180.75,bearish,184.13,R 38.2%,186.23,R 61.8%,180.75,E 100.0%,178.34,E 127.2%,175.27,E 161.8%,1.61,2.76,4.22,180.75,E 100.0%,180.75,182.84,182.84,184.13,185.18,186.23,187.71,180.75,178.34,177.37,175.27,171.89,166.41
DOC,20.47,,-1,2,3,Neutral,251,Daily,bear,Bearish harami,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),20.81,18.9,bearish,19.63,R 38.2%,20.08,R 61.8%,18.9,E 100.0%,18.38,E 127.2%,17.72,E 161.8%,1.62,2.78,4.24,18.9,E 100.0%,20.4,,19.35,19.63,19.85,20.08,20.4,18.9,18.38,18.17,17.72,16.99,15.81
DOV,213.76,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross) · Wide,bear,Overbought (> +100),bull,Bounce off prior support,session (no premarket),223.39,204.52,bearish,211.73,R 38.2%,216.18,R 61.8%,204.52,E 100.0%,199.39,E 127.2%,192.86,E 161.8%,1.62,2.77,4.24,204.52,E 100.0%,211.73,213.95,208.97,211.73,213.95,216.18,219.35,204.52,199.39,197.31,192.86,185.65,173.99
DOW,34.24,,-1,2,3,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,%K above %D (bullish cross) · Wide,bear,Bearish zone,bear,Break below prior support,session (no premarket),35.71,32.57,bearish,33.77,R 38.2%,34.51,R 61.8%,32.57,E 100.0%,31.71,E 127.2%,30.63,E 161.8%,1.62,2.78,4.24,32.57,E 100.0%,34.14,34.51,33.31,33.77,34.14,34.51,35.04,32.57,31.71,31.37,30.63,29.43,27.48
DPZ,314.77,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Bounce off prior support,session (no premarket),319.66,300.25,bearish,307.66,R 38.2%,312.25,R 61.8%,300.25,E 100.0%,294.97,E 127.2%,288.25,E 161.8%,1.61,2.76,4.23,300.25,E 100.0%,312.25,315.51,304.83,307.66,309.96,312.25,315.51,300.25,294.97,292.84,288.25,280.84,268.84
EA,203.2,,-1,2,3,Neutral,251,Daily,bull,Inverted hammer,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,Overbought,bear,Overbought (> +100),bear,Rejection at prior resistance,session (no premarket),203.9,201.54,bearish,202.44,R 38.2%,203.0,R 61.8%,201.54,E 100.0%,200.9,E 127.2%,200.08,E 161.8%,1.61,2.75,4.21,201.54,E 100.0%,203.0,203.39,202.1,202.44,202.72,203.0,203.39,201.54,200.9,200.64,200.08,199.18,197.72
EBAY,106.41,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),session (no premarket),112.0,105.81,bearish,108.17,R 38.2%,109.64,R 61.8%,105.81,E 100.0%,104.13,E 127.2%,101.98,E 161.8%,1.61,2.75,4.21,105.81,E 100.0%,105.81,107.27,107.27,108.17,108.9,109.64,110.68,105.81,104.13,103.45,101.98,99.62,95.79
ELV,404.56,,-1,2,3,Neutral,251,Daily,bear,Bearish engulfing,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross) · Wide,bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),426.79,387.23,bearish,402.34,R 38.2%,411.68,R 61.8%,387.23,E 100.0%,376.47,E 127.2%,362.78,E 161.8%,1.62,2.77,4.24,387.23,E 100.0%,402.34,407.01,396.57,402.34,407.01,411.68,418.32,387.23,376.47,372.12,362.78,347.67,323.22
EME,776.72,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bull,Oversold · Wide divergence,bull,Oversold (< -100),bear,Break below prior support,session (no premarket),858.4,775.88,bearish,807.4,R 38.2%,826.88,R 61.8%,775.88,E 100.0%,753.43,E 127.2%,724.88,E 161.8%,1.62,2.77,4.24,775.88,E 100.0%,775.88,795.35,795.35,807.4,817.14,826.88,840.74,775.88,753.43,744.36,724.88,693.36,642.36
ESS,284.64,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),288.31,273.6,bearish,279.22,R 38.2%,282.69,R 61.8%,273.6,E 100.0%,269.6,E 127.2%,264.51,E 161.8%,1.62,2.77,4.24,273.6,E 100.0%,282.69,285.16,277.07,279.22,280.96,282.69,285.16,273.6,269.6,267.98,264.51,258.89,249.8
FCX,62.08,,-1,2,3,Neutral,251,Daily,bull,Stale red (3-bar reversal),neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,Oversold,bear,Bearish zone,bear,Below SMA (acting as resistance),session (no premarket),72.09,61.73,bearish,65.69,R 38.2%,68.13,R 61.8%,61.73,E 100.0%,58.91,E 127.2%,55.33,E 161.8%,1.62,2.78,4.25,61.73,E 100.0%,61.73,64.17,64.17,65.69,66.91,68.13,69.87,61.73,58.91,57.77,55.33,51.37,44.97
FDX,319.25,,-1,2,3,Neutral,251,Daily,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bear,%K below %D (bearish cross) · Wide,bull,Bullish zone,bear,Rejection at prior resistance,session (no premarket),341.14,318.98,bearish,327.45,R 38.2%,332.67,R 61.8%,318.98,E 100.0%,312.95,E 127.2%,305.29,E 161.8%,1.62,2.78,4.25,318.98,E 100.0%,318.98,324.21,324.21,327.45,330.06,332.67,336.4,318.98,312.95,310.51,305.29,296.82,283.13
FIS,38.97,,-1,2,3,Neutral,251,Daily,bear,Bearish engulfing,neutral,In line with trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),session (no premarket),43.77,38.57,bearish,40.56,R 38.2%,41.78,R 61.8%,38.57,E 100.0%,37.16,E 127.2%,35.36,E 161.8%,1.63,2.79,4.26,38.57,E 100.0%,38.57,39.8,39.8,40.56,41.17,41.78,42.66,38.57,37.16,36.58,35.36,33.37,30.16
FISV,53.28,,-1,2,3,Neutral,250,Daily,bear,Bearish harami,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,Oversold,bull,Oversold (< -100),bear,Break below prior support,session (no premarket),59.08,52.4,bearish,54.95,R 38.2%,56.53,R 61.8%,52.4,E 100.0%,50.58,E 127.2%,48.27,E 161.8%,1.61,2.77,4.23,52.4,E 100.0%,52.4,53.98,53.98,54.95,55.74,56.53,57.65,52.4,50.58,49.85,48.27,45.72,41.59
FSLR,249.27,,-1,2,3,Neutral,251,Daily,bull,Stale red (3-bar reversal),neutral,In line with trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bull,Oversold · Wide divergence,bear,Bearish zone,bear,Below SMA (acting as resistance),session (no premarket),320.95,248.73,bearish,276.32,R 38.2%,293.36,R 61.8%,248.73,E 100.0%,229.09,E 127.2%,204.1,E 161.8%,1.62,2.77,4.24,248.73,E 100.0%,248.73,265.77,265.77,276.32,284.84,293.36,305.49,248.73,229.09,221.14,204.1,176.51,131.88
GEN,24.62,,-1,2,3,Neutral,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,Oversold · Wide divergence,bear,Bearish zone · Zero-line cross ↓,bear,Below SMA (acting as resistance),session (no premarket),27.81,24.22,bearish,25.59,R 38.2%,26.44,R 61.8%,24.22,E 100.0%,23.24,E 127.2%,21.99,E 161.8%,1.61,2.76,4.24,24.22,E 100.0%,24.22,25.06,25.06,25.59,26.01,26.44,27.04,24.22,23.24,22.84,21.99,20.62,18.4
GPC,98.43,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bear,Break below prior support,session (no premarket),100.23,95.41,bearish,97.25,R 38.2%,98.39,R 61.8%,95.41,E 100.0%,94.1,E 127.2%,92.43,E 161.8%,1.61,2.76,4.23,95.41,E 100.0%,98.39,99.2,96.55,97.25,97.82,98.39,99.2,95.41,94.1,93.57,92.43,90.59,87.61
GPN,62.47,,-1,2,3,Neutral,251,Daily,bear,Shooting star,neutral,In line with trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),session (no premarket),76.06,62.24,bearish,67.52,R 38.2%,70.78,R 61.8%,62.24,E 100.0%,58.48,E 127.2%,53.7,E 161.8%,1.62,2.77,4.24,62.24,E 100.0%,62.24,65.5,65.5,67.52,69.15,70.78,73.1,62.24,58.48,56.96,53.7,48.42,39.88
GS,1001.29,,-1,2,3,Neutral,251,Daily,bull,Stale red (3-bar reversal),neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bear,%K below %D (bearish cross) · Wide,bull,Bullish zone,bear,Below SMA (acting as resistance),session (no premarket),1098.36,1000.05,bearish,1037.6,R 38.2%,1060.81,R 61.8%,1000.05,E 100.0%,973.31,E 127.2%,939.29,E 161.8%,1.62,2.77,4.24,1000.05,E 100.0%,1000.05,1023.25,1023.25,1037.6,1049.2,1060.81,1077.32,1000.05,973.31,962.5,939.29,901.74,840.98
GWW,1317.63,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),1349.74,1220.0,bearish,1269.56,R 38.2%,1300.18,R 61.8%,1220.0,E 100.0%,1184.71,E 127.2%,1139.82,E 161.8%,1.62,2.77,4.24,1220.0,E 100.0%,1300.18,1321.98,1250.62,1269.56,1284.87,1300.18,1321.98,1220.0,1184.71,1170.44,1139.82,1090.26,1010.08
HD,318.92,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),323.8,304.83,bearish,312.08,R 38.2%,316.55,R 61.8%,304.83,E 100.0%,299.68,E 127.2%,293.12,E 161.8%,1.62,2.77,4.24,304.83,E 100.0%,316.55,319.74,309.31,312.08,314.31,316.55,319.74,304.83,299.68,297.59,293.12,285.87,274.15
HON,205.88,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bull,Oversold,bull,Oversold (< -100),bear,Break below prior support,session (no premarket),239.01,205.52,bearish,218.31,R 38.2%,226.22,R 61.8%,205.52,E 100.0%,196.41,E 127.2%,184.82,E 161.8%,1.62,2.77,4.23,205.52,E 100.0%,205.52,213.42,213.42,218.31,222.26,226.22,231.84,205.52,196.41,192.73,184.82,172.03,151.33
HRL,24.29,,-1,2,3,Neutral,251,Daily,bear,Stale green (3-bar exhaustion),neutral,Significantly below trend,bull,Wide divergence above SMA,neutral,No open gaps nearby,bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),24.55,22.9,bearish,23.53,R 38.2%,23.92,R 61.8%,22.9,E 100.0%,22.45,E 127.2%,21.88,E 161.8%,1.62,2.77,4.23,22.9,E 100.0%,24.2,,23.29,23.53,23.72,23.92,24.2,22.9,22.45,22.27,21.88,21.25,20.23
HSIC,78.85,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),81.21,75.44,bearish,77.64,R 38.2%,79.01,R 61.8%,75.44,E 100.0%,73.87,E 127.2%,71.87,E 161.8%,1.61,2.75,4.21,75.44,E 100.0%,78.33,79.01,76.8,77.64,78.33,79.01,79.98,75.44,73.87,73.24,71.87,69.67,66.1
HUM,364.46,,-1,2,3,Neutral,251,Daily,bear,Stale green (3-bar exhaustion),neutral,Significantly below trend,bull,Wide divergence above SMA,neutral,No open gaps nearby,bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),369.34,316.0,bearish,336.38,R 38.2%,348.96,R 61.8%,316.0,E 100.0%,301.49,E 127.2%,283.04,E 161.8%,1.62,2.77,4.24,316.0,E 100.0%,357.93,,328.59,336.38,342.67,348.96,357.93,316.0,301.49,295.62,283.04,262.66,229.7
