ticker,price,chg_pct,net_score,bull,bear,verdict,bars,mode,Candle,Candle_label,Volume,Volume_label,SMA,SMA_label,Gaps,Gaps_label,Stoch,Stoch_label,CCI,CCI_label,RR,RR_label,fib_anchor,fib_swing_high,fib_swing_low,fib_direction,fib_entry,fib_entry_label,fib_stop,fib_stop_label,fib_t1,fib_t1_label,fib_t2,fib_t2_label,fib_t3,fib_t3_label,fib_rr_t1,fib_rr_t2,fib_rr_t3,fib_next_target,fib_next_label,fib_support_1,fib_resistance_1,fib_r_R 23p6,fib_r_R 38p2,fib_r_R 50p0,fib_r_R 61p8,fib_r_R 78p6,fib_e_E 100p0,fib_e_E 127p2,fib_e_E 138p2,fib_e_E 161p8,fib_e_E 200p0,fib_e_E 261p8
DUK,125.04,,3,4,1,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,Overbought · Wide divergence,bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),125.61,119.76,bullish,123.37,R 38.2%,121.99,R 61.8%,125.61,E 100.0%,127.19,E 127.2%,129.22,E 161.8%,1.62,2.77,4.24,125.61,E 100.0%,124.23,125.61,124.23,123.37,122.68,121.99,121.01,125.61,127.19,127.84,129.22,131.45,135.06
DVA,198.54,,3,4,1,Moderately bullish,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),200.0,186.61,bullish,194.89,R 38.2%,191.72,R 61.8%,200.0,E 100.0%,203.64,E 127.2%,208.28,E 161.8%,1.61,2.76,4.22,200.0,E 100.0%,196.84,200.0,196.84,194.89,193.31,191.72,189.48,200.0,203.64,205.11,208.28,213.39,221.67
ED,107.6,,3,4,1,Moderately bullish,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross) · Wide,bull,Bullish zone · Zero-line cross ↑,bull,Above SMA (acting as support),session (no premarket),109.01,102.82,bullish,106.65,R 38.2%,105.18,R 61.8%,109.01,E 100.0%,110.69,E 127.2%,112.84,E 161.8%,1.61,2.75,4.21,109.01,E 100.0%,107.55,109.01,107.55,106.65,105.92,105.18,104.14,109.01,110.69,111.37,112.84,115.2,119.03
EIX,71.5,,3,4,1,Moderately bullish,251,Daily,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bull,Bullish zone,bear,Rejection at prior resistance,session (no premarket),73.83,68.85,bullish,71.93,R 38.2%,70.75,R 61.8%,73.83,E 100.0%,75.18,E 127.2%,76.91,E 161.8%,1.61,2.75,4.22,73.83,E 100.0%,71.34,71.93,72.65,71.93,71.34,70.75,69.92,73.83,75.18,75.73,76.91,78.81,81.89
EOG,140.28,,3,4,1,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bull,Bullish zone · Zero-line cross ↑,bear,Rejection at prior resistance,session (no premarket),142.92,134.92,bullish,139.86,R 38.2%,137.98,R 61.8%,142.92,E 100.0%,145.1,E 127.2%,147.86,E 161.8%,1.63,2.79,4.26,142.92,E 100.0%,139.86,141.03,141.03,139.86,138.92,137.98,136.63,142.92,145.1,145.98,147.86,150.92,155.86
EQIX,1038.33,,3,4,1,Moderately bullish,251,Daily,bull,Stale red (3-bar reversal),neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,Oversold,bull,Oversold (< -100),bull,Bounce off prior support,session (no premarket),1107.15,1032.72,bullish,1078.72,R 38.2%,1061.15,R 61.8%,1107.15,E 100.0%,1127.39,E 127.2%,1153.15,E 161.8%,1.62,2.77,4.24,1107.15,E 100.0%,,1048.65,1089.58,1078.72,1069.93,1061.15,1048.65,1107.15,1127.39,1135.58,1153.15,1181.58,1227.58
ES,69.18,,3,4,1,Moderately bullish,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),71.46,66.6,bullish,69.6,R 38.2%,68.46,R 61.8%,71.46,E 100.0%,72.78,E 127.2%,74.46,E 161.8%,1.63,2.79,4.26,71.46,E 100.0%,69.03,69.6,70.31,69.6,69.03,68.46,67.64,71.46,72.78,73.32,74.46,76.32,79.32
ETR,110.48,,3,4,1,Moderately bullish,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bull,Bullish zone · Zero-line cross ↑,bull,Bounce off prior support,session (no premarket),111.96,104.93,bullish,109.27,R 38.2%,107.62,R 61.8%,111.96,E 100.0%,113.87,E 127.2%,116.3,E 161.8%,1.63,2.79,4.26,111.96,E 100.0%,110.3,111.96,110.3,109.27,108.44,107.62,106.43,111.96,113.87,114.65,116.3,118.99,123.33
EVRG,82.83,,3,4,1,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bull,Bullish zone · Zero-line cross ↑,bear,Rejection at prior resistance,session (no premarket),83.69,80.22,bullish,82.36,R 38.2%,81.55,R 61.8%,83.69,E 100.0%,84.63,E 127.2%,85.83,E 161.8%,1.64,2.8,4.28,83.69,E 100.0%,82.36,82.87,82.87,82.36,81.96,81.55,80.96,83.69,84.63,85.02,85.83,87.16,89.3
FICO,1220.15,,3,4,1,Moderately bullish,251,Daily,bear,Bearish harami,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),1320.15,1124.46,bullish,1245.4,R 38.2%,1199.21,R 61.8%,1320.15,E 100.0%,1373.38,E 127.2%,1441.09,E 161.8%,1.62,2.77,4.24,1320.15,E 100.0%,1199.21,1222.3,1273.97,1245.4,1222.3,1199.21,1166.34,1320.15,1373.38,1394.9,1441.09,1515.84,1636.78
FTNT,138.88,,3,4,1,Moderately bullish,251,Daily,bull,Bullish harami,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),150.07,133.05,bullish,143.57,R 38.2%,139.55,R 61.8%,150.07,E 100.0%,154.7,E 127.2%,160.59,E 161.8%,1.62,2.77,4.23,150.07,E 100.0%,136.69,139.55,146.05,143.57,141.56,139.55,136.69,150.07,154.7,156.57,160.59,167.09,177.61
HPE,45.49,,3,4,1,Moderately bullish,251,Daily,bull,Stale red (3-bar reversal),neutral,In line with trend,bull,Wide divergence above SMA,neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),64.25,43.4,bullish,56.29,R 38.2%,51.36,R 61.8%,64.25,E 100.0%,69.92,E 127.2%,77.14,E 161.8%,1.61,2.76,4.23,64.25,E 100.0%,,47.86,59.33,56.29,53.83,51.36,47.86,64.25,69.92,72.21,77.14,85.1,97.99
HPQ,24.69,,3,4,1,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),29.65,24.07,bullish,27.52,R 38.2%,26.2,R 61.8%,29.65,E 100.0%,31.17,E 127.2%,33.1,E 161.8%,1.61,2.77,4.23,29.65,E 100.0%,,25.26,28.33,27.52,26.86,26.2,25.26,29.65,31.17,31.78,33.1,35.23,38.68
KKR,95.02,,3,4,1,Moderately bullish,251,Daily,bear,Bearish harami,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),98.79,87.5,bullish,94.48,R 38.2%,91.81,R 61.8%,98.79,E 100.0%,101.86,E 127.2%,105.77,E 161.8%,1.61,2.76,4.23,98.79,E 100.0%,94.48,96.13,96.13,94.48,93.15,91.81,89.92,98.79,101.86,103.1,105.77,110.08,117.06
LOW,216.19,,3,4,1,Moderately bullish,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross) · Wide,bull,Bullish zone · Zero-line cross ↑,bull,Above SMA (acting as support),session (no premarket),218.5,203.4,bullish,212.73,R 38.2%,209.17,R 61.8%,218.5,E 100.0%,222.61,E 127.2%,227.83,E 161.8%,1.62,2.78,4.24,218.5,E 100.0%,214.94,218.5,214.94,212.73,210.95,209.17,206.63,218.5,222.61,224.27,227.83,233.6,242.93
MCO,450.69,,3,4,1,Moderately bullish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),465.67,441.7,bullish,456.51,R 38.2%,450.86,R 61.8%,465.67,E 100.0%,472.19,E 127.2%,480.48,E 161.8%,1.62,2.78,4.24,465.67,E 100.0%,446.83,450.86,460.01,456.51,453.69,450.86,446.83,465.67,472.19,474.83,480.48,489.64,504.45
MO,73.13,,3,4,1,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross) · Wide,bull,Bullish zone · Zero-line cross ↑,bear,Rejection at prior resistance,session (no premarket),73.47,68.23,bullish,71.47,R 38.2%,70.23,R 61.8%,73.47,E 100.0%,74.9,E 127.2%,76.72,E 161.8%,1.61,2.77,4.23,73.47,E 100.0%,72.24,73.47,72.24,71.47,70.85,70.23,69.35,73.47,74.9,75.48,76.72,78.72,81.96
MS,206.66,,3,4,1,Moderately bullish,251,Daily,bull,Stale red (3-bar reversal),neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross) · Wide,bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),219.16,205.83,bullish,214.07,R 38.2%,210.92,R 61.8%,219.16,E 100.0%,222.79,E 127.2%,227.4,E 161.8%,1.62,2.77,4.23,219.16,E 100.0%,,208.68,216.01,214.07,212.5,210.92,208.68,219.16,222.79,224.25,227.4,232.49,240.73
MSCI,608.52,,3,4,1,Moderately bullish,251,Daily,bull,Hammer,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bull,Bullish zone,bear,Rejection at prior resistance,session (no premarket),644.68,593.94,bullish,625.3,R 38.2%,613.32,R 61.8%,644.68,E 100.0%,658.48,E 127.2%,676.04,E 161.8%,1.62,2.77,4.24,644.68,E 100.0%,604.8,613.32,632.71,625.3,619.31,613.32,604.8,644.68,658.48,664.06,676.04,695.42,726.78
NUE,250.49,,3,4,1,Moderately bullish,251,Daily,bull,Stale red (3-bar reversal),neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),264.67,245.33,bullish,257.28,R 38.2%,252.72,R 61.8%,264.67,E 100.0%,269.93,E 127.2%,276.62,E 161.8%,1.62,2.77,4.24,264.67,E 100.0%,249.47,252.72,260.11,257.28,255.0,252.72,249.47,264.67,269.93,272.06,276.62,284.01,295.96
O,62.11,,3,4,1,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,Overbought · Wide divergence,bull,Bullish zone · Zero-line cross ↑,bull,Bounce off prior support,session (no premarket),62.4,59.48,bullish,61.29,R 38.2%,60.6,R 61.8%,62.4,E 100.0%,63.2,E 127.2%,64.21,E 161.8%,1.61,2.77,4.23,62.4,E 100.0%,61.71,62.4,61.71,61.29,60.94,60.6,60.11,62.4,63.2,63.52,64.21,65.33,67.14
OKE,90.57,,3,4,1,Moderately bullish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross) · Wide,bull,Bullish zone · Zero-line cross ↑,bear,Rejection at prior resistance,session (no premarket),91.54,84.51,bullish,88.85,R 38.2%,87.2,R 61.8%,91.54,E 100.0%,93.45,E 127.2%,95.88,E 161.8%,1.63,2.79,4.26,91.54,E 100.0%,89.88,91.54,89.88,88.85,88.03,87.2,86.01,91.54,93.45,94.23,95.88,98.57,102.91
ORLY,90.46,,3,4,1,Moderately bullish,251,Daily,bear,Bearish harami,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bull,Bullish zone · Zero-line cross ↑,bull,Bounce off prior support,session (no premarket),91.32,85.35,bullish,89.04,R 38.2%,87.63,R 61.8%,91.32,E 100.0%,92.94,E 127.2%,95.0,E 161.8%,1.62,2.77,4.23,91.32,E 100.0%,89.91,91.32,89.91,89.04,88.33,87.63,86.63,91.32,92.94,93.59,95.0,97.28,100.97
PANW,263.22,,3,4,1,Moderately bullish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),302.95,251.15,bullish,283.16,R 38.2%,270.94,R 61.8%,302.95,E 100.0%,317.04,E 127.2%,334.96,E 161.8%,1.62,2.77,4.24,302.95,E 100.0%,262.24,270.94,290.73,283.16,277.05,270.94,262.24,302.95,317.04,322.74,334.96,354.75,386.76
PAYX,101.1,,3,4,1,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,Overbought,bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),102.92,97.26,bullish,100.76,R 38.2%,99.42,R 61.8%,102.92,E 100.0%,104.46,E 127.2%,106.42,E 161.8%,1.61,2.76,4.22,102.92,E 100.0%,100.76,101.58,101.58,100.76,100.09,99.42,98.47,102.92,104.46,105.08,106.42,108.58,112.08
PCG,16.72,,3,4,1,Moderately bullish,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),17.25,16.13,bullish,16.82,R 38.2%,16.56,R 61.8%,17.25,E 100.0%,17.55,E 127.2%,17.94,E 161.8%,1.65,2.81,4.31,17.25,E 100.0%,16.69,16.82,16.99,16.82,16.69,16.56,16.37,17.25,17.55,17.68,17.94,18.37,19.06
PEG,78.59,,3,4,1,Moderately bullish,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),79.1,75.81,bullish,77.85,R 38.2%,77.07,R 61.8%,79.1,E 100.0%,80.0,E 127.2%,81.14,E 161.8%,1.6,2.76,4.22,79.1,E 100.0%,78.33,79.1,78.33,77.85,77.46,77.07,76.52,79.1,80.0,80.36,81.14,82.39,84.43
PM,182.95,,3,4,1,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross) · Wide,bear,Bearish zone,bull,Above SMA (acting as support),session (no premarket),183.1,170.0,bullish,178.1,R 38.2%,175.0,R 61.8%,183.1,E 100.0%,186.66,E 127.2%,191.2,E 161.8%,1.61,2.76,4.23,183.1,E 100.0%,180.01,183.1,180.01,178.1,176.55,175.0,172.8,183.1,186.66,188.1,191.2,196.2,204.3
RJF,150.59,,3,4,1,Moderately bullish,251,Daily,bear,Shooting star,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bull,Bullish zone,bull,Bounce off prior support,session (no premarket),153.14,142.05,bullish,148.9,R 38.2%,146.29,R 61.8%,153.14,E 100.0%,156.16,E 127.2%,159.99,E 161.8%,1.62,2.78,4.25,153.14,E 100.0%,150.52,153.14,150.52,148.9,147.6,146.29,144.42,153.14,156.16,157.38,159.99,164.23,171.08
SBAC,207.33,,3,4,1,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross) · Wide,bull,Overbought (> +100) · Zero-line cross ↑,bear,Break below prior support,session (no premarket),210.88,193.83,bullish,204.37,R 38.2%,200.34,R 61.8%,210.88,E 100.0%,215.52,E 127.2%,221.42,E 161.8%,1.62,2.77,4.23,210.88,E 100.0%,206.86,210.88,206.86,204.37,202.36,200.34,197.48,210.88,215.52,217.39,221.42,227.93,238.47
SHOP,108.2,,3,4,1,Moderately bullish,251,Daily,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),124.62,106.4,bullish,117.66,R 38.2%,113.36,R 61.8%,124.62,E 100.0%,129.58,E 127.2%,135.89,E 161.8%,1.62,2.77,4.24,124.62,E 100.0%,,110.3,120.32,117.66,115.51,113.36,110.3,124.62,129.58,131.59,135.89,142.85,154.11
SNDK,1643.23,,3,4,1,Moderately bullish,251,Daily,bull,Bullish harami,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),1861.0,1514.36,bullish,1728.58,R 38.2%,1646.78,R 61.8%,1861.0,E 100.0%,1955.29,E 127.2%,2075.22,E 161.8%,1.62,2.77,4.24,1861.0,E 100.0%,1588.54,1646.78,1779.19,1728.58,1687.68,1646.78,1588.54,1861.0,1955.29,1993.42,2075.22,2207.64,2421.86
SO,94.02,,3,4,1,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,Overbought · Wide divergence,bull,Bullish zone · Zero-line cross ↑,bull,Above SMA (acting as support),session (no premarket),94.5,89.02,bullish,92.41,R 38.2%,91.11,R 61.8%,94.5,E 100.0%,95.99,E 127.2%,97.89,E 161.8%,1.61,2.75,4.22,94.5,E 100.0%,93.21,94.5,93.21,92.41,91.76,91.11,90.19,94.5,95.99,96.59,97.89,99.98,103.37
SRE,91.03,,3,4,1,Moderately bullish,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bull,Bullish zone · Zero-line cross ↑,bull,Bounce off prior support,session (no premarket),92.12,87.1,bullish,90.2,R 38.2%,89.02,R 61.8%,92.12,E 100.0%,93.49,E 127.2%,95.22,E 161.8%,1.63,2.79,4.25,92.12,E 100.0%,90.94,92.12,90.94,90.2,89.61,89.02,88.17,92.12,93.49,94.04,95.22,97.14,100.24
SYK,308.84,,3,4,1,Moderately bullish,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),315.43,290.96,bullish,306.09,R 38.2%,300.31,R 61.8%,315.43,E 100.0%,322.09,E 127.2%,330.56,E 161.8%,1.62,2.77,4.23,315.43,E 100.0%,306.09,309.66,309.66,306.09,303.2,300.31,296.2,315.43,322.09,324.78,330.56,339.91,355.04
TGT,127.98,,3,4,1,Moderately bullish,251,Daily,bear,Stale green (3-bar exhaustion),neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),128.5,120.77,bullish,125.55,R 38.2%,123.72,R 61.8%,128.5,E 100.0%,130.6,E 127.2%,133.28,E 161.8%,1.61,2.76,4.22,128.5,E 100.0%,126.68,128.5,126.68,125.55,124.63,123.72,122.42,128.5,130.6,131.45,133.28,136.23,141.01
TKO,206.43,,3,4,1,Moderately bullish,251,Daily,bull,Inverted hammer,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),212.0,197.83,bullish,206.59,R 38.2%,203.24,R 61.8%,212.0,E 100.0%,215.85,E 127.2%,220.76,E 161.8%,1.61,2.76,4.23,212.0,E 100.0%,204.92,206.59,208.66,206.59,204.92,203.24,200.86,212.0,215.85,217.41,220.76,226.17,234.93
TRGP,272.54,,3,4,1,Moderately bullish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,Overbought · Wide divergence,bull,Bullish zone · Zero-line cross ↑,bull,Above SMA (acting as support),session (no premarket),273.9,256.73,bullish,267.34,R 38.2%,263.29,R 61.8%,273.9,E 100.0%,278.57,E 127.2%,284.51,E 161.8%,1.62,2.77,4.24,273.9,E 100.0%,269.85,273.9,269.85,267.34,265.32,263.29,260.4,273.9,278.57,280.46,284.51,291.07,301.68
TSCO,30.77,,3,4,1,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bear,Bearish zone,bull,Above SMA (acting as support),session (no premarket),31.79,28.36,bullish,30.48,R 38.2%,29.67,R 61.8%,31.79,E 100.0%,32.72,E 127.2%,33.91,E 161.8%,1.62,2.77,4.23,31.79,E 100.0%,30.48,30.98,30.98,30.48,30.08,29.67,29.09,31.79,32.72,33.1,33.91,35.22,37.34
TTWO,210.46,,3,4,1,Moderately bullish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bull,Oversold,bull,Oversold (< -100),bull,Bounce off prior support,session (no premarket),231.02,207.91,bullish,222.19,R 38.2%,216.74,R 61.8%,231.02,E 100.0%,237.31,E 127.2%,245.3,E 161.8%,1.62,2.77,4.24,231.02,E 100.0%,,212.86,225.57,222.19,219.47,216.74,212.86,231.02,237.31,239.85,245.3,254.13,268.41
WDAY,137.47,,3,4,1,Moderately bullish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),158.64,134.83,bullish,149.54,R 38.2%,143.93,R 61.8%,158.64,E 100.0%,165.12,E 127.2%,173.35,E 161.8%,1.62,2.78,4.24,158.64,E 100.0%,,139.93,153.02,149.54,146.74,143.93,139.93,158.64,165.12,167.74,173.35,182.45,197.16
AMGN,337.73,,2,4,2,Moderately bullish,251,Daily,bull,Stale red (3-bar reversal),bear,Above trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),356.5,322.3,bullish,343.44,R 38.2%,335.36,R 61.8%,356.5,E 100.0%,365.8,E 127.2%,377.64,E 161.8%,1.62,2.77,4.23,356.5,E 100.0%,335.36,339.4,348.43,343.44,339.4,335.36,329.62,356.5,365.8,369.56,377.64,390.7,411.84
BAX,20.31,,2,4,2,Moderately bullish,251,Daily,bull,Bullish bar,bull,Significantly above trend,bull,Wide divergence above SMA,neutral,No open gaps nearby,bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),20.98,18.11,bullish,19.88,R 38.2%,19.21,R 61.8%,20.98,E 100.0%,21.76,E 127.2%,22.75,E 161.8%,1.64,2.81,4.28,20.98,E 100.0%,20.3,20.98,20.3,19.88,19.55,19.21,18.72,20.98,21.76,22.08,22.75,23.85,25.62
CPB,22.88,,2,4,2,Moderately bullish,251,Daily,bull,Bullish bar,bull,Significantly above trend,bull,Wide divergence above SMA,neutral,No open gaps nearby,bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),23.24,20.62,bullish,22.24,R 38.2%,21.62,R 61.8%,23.24,E 100.0%,23.95,E 127.2%,24.86,E 161.8%,1.61,2.76,4.23,23.24,E 100.0%,22.62,23.24,22.62,22.24,21.93,21.62,21.18,23.24,23.95,24.24,24.86,25.86,27.48
CTAS,180.4,,2,4,2,Moderately bullish,251,Daily,bull,Bullish bar,bull,Above trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,Overbought · Wide divergence,bear,Overbought (> +100),bull,Breakout above prior resistance,session (no premarket),182.73,168.34,bullish,177.23,R 38.2%,173.84,R 61.8%,182.73,E 100.0%,186.64,E 127.2%,191.62,E 161.8%,1.62,2.78,4.24,182.73,E 100.0%,179.33,182.73,179.33,177.23,175.53,173.84,171.42,182.73,186.64,188.23,191.62,197.12,206.01
GEHC,63.76,,2,4,2,Moderately bullish,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,%K below %D (bearish cross) · Wide,bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),66.41,60.73,bullish,64.24,R 38.2%,62.9,R 61.8%,66.41,E 100.0%,67.95,E 127.2%,69.92,E 161.8%,1.62,2.77,4.24,66.41,E 100.0%,63.57,64.24,65.07,64.24,63.57,62.9,61.95,66.41,67.95,68.58,69.92,72.09,75.6
HST,23.95,,2,4,2,Moderately bullish,251,Daily,bull,Stale red (3-bar reversal),bear,Above trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),24.9,22.78,bullish,24.09,R 38.2%,23.59,R 61.8%,24.9,E 100.0%,25.48,E 127.2%,26.21,E 161.8%,1.62,2.78,4.24,24.9,E 100.0%,23.84,24.09,24.4,24.09,23.84,23.59,23.23,24.9,25.48,25.71,26.21,27.02,28.33
KIM,25.38,,2,4,2,Moderately bullish,251,Daily,bull,Inverted hammer,bull,Significantly above trend,bull,Wide divergence above SMA,neutral,No open gaps nearby,bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),25.71,23.28,bullish,24.78,R 38.2%,24.21,R 61.8%,25.71,E 100.0%,26.37,E 127.2%,27.21,E 161.8%,1.63,2.79,4.26,25.71,E 100.0%,25.14,25.71,25.14,24.78,24.49,24.21,23.8,25.71,26.37,26.64,27.21,28.14,29.65
MAR,386.23,,2,4,2,Moderately bullish,251,Daily,bull,Stale red (3-bar reversal),bear,Above trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Breakout above prior resistance,session (no premarket),398.96,370.58,bullish,388.12,R 38.2%,381.42,R 61.8%,398.96,E 100.0%,406.68,E 127.2%,416.5,E 161.8%,1.62,2.77,4.24,398.96,E 100.0%,384.77,388.12,392.26,388.12,384.77,381.42,376.65,398.96,406.68,409.8,416.5,427.34,444.88
